Tempo_Decorrido_em_Dias,Indice_de_Desperdicio,Pre√ßo_unidade,Numero_Incial_de_Lazies,Numero_Inicial_de_Normals,Numero_Incial_de_Renders,Tipo_de_Cliente,Tempo_Maximo_de_Espera,Tempo_de_Espera,Quantidade_Encomendada,Recebida
156.0,0.07,2.0,2,1,1,PATIENT,99000,60671,1343,sim
174.0,0.07,2.0,2,1,1,NOPATIENT,62000,38688,1623,sim
175.0,0.07,2.0,2,1,1,NOPATIENT,80000,39695,2105,sim
176.0,0.07,2.0,2,1,1,NOPATIENT,85000,40702,2226,sim
179.0,0.07,2.0,2,1,1,NOPATIENT,70000,44065,1851,sim
181.0,0.07,2.0,2,1,1,NORMAL,120000,85693,2345,sim
182.0,0.07,2.0,2,1,1,NORMAL,88000,86660,1712,sim
182.0,0.07,2.0,2,1,1,NOPATIENT,10000,7031,263,sim
184.0,0.07,2.0,2,1,1,NORMAL,102000,48676,1980,sim
185.0,0.07,2.0,2,1,1,NORMAL,22000,9736,412,sim
187.0,0.07,2.0,2,1,1,NOPATIENT,33000,11753,848,sim
189.0,0.07,2.0,2,1,1,NORMAL,55000,53677,1070,sim
190.0,0.07,2.0,2,1,1,NORMAL,120000,54708,2343,sim
191.0,0.07,2.0,2,1,1,PATIENT,164000,55709,2224,sim
191.0,0.07,2.0,2,1,1,NORMAL,58000,55698,1124,sim
192.0,0.07,2.0,2,1,1,PATIENT,173000,136756,2349,sim
197.0,0.07,2.0,2,1,1,NOPATIENT,29000,21765,764,sim
201.0,0.07,2.0,2,1,1,NOPATIENT,41000,26050,1076,sim
202.0,0.07,2.0,2,1,1,NOPATIENT,27000,26748,706,sim
202.0,0.07,2.0,2,1,1,NOPATIENT,32000,27054,837,sim
204.0,0.07,2.0,2,1,1,NOPATIENT,42000,28746,1091,sim
211.0,0.07,2.0,2,1,1,PATIENT,173000,75738,2349,sim
214.0,0.07,2.0,2,1,1,PATIENT,93000,38755,1261,sim
220.0,0.07,2.0,2,1,1,NOPATIENT,8000,5029,201,sim
221.0,0.07,2.0,2,1,1,PATIENT,94000,85740,1277,sim
222.0,0.07,2.0,2,1,1,PATIENT,162000,126740,2206,sim
227.0,0.07,2.0,2,1,1,NOPATIENT,87000,51792,2287,sim
229.0,0.07,2.0,2,1,1,NOPATIENT,22000,14045,561,sim
232.0,0.07,2.0,2,1,1,NOPATIENT,47000,16816,1238,sim
232.0,0.07,2.0,2,1,1,NOPATIENT,81000,56763,2120,sim
237.0,0.07,2.0,2,1,1,PATIENT,174000,141723,2362,sim
237.0,0.07,2.0,2,1,1,PATIENT,139000,61782,1893,sim
238.0,0.07,2.0,2,1,1,NORMAL,104000,102706,2022,sim
238.0,0.07,2.0,2,1,1,PATIENT,111000,62793,1513,sim
239.0,0.07,2.0,2,1,1,PATIENT,118000,64086,1602,sim
241.0,0.07,2.0,2,1,1,NORMAL,131000,105712,2545,sim
242.0,0.07,2.0,2,1,1,NORMAL,61000,27158,1189,sim
245.0,0.07,2.0,2,1,1,NORMAL,67000,30244,1299,sim
254.0,0.07,2.0,2,1,1,NOPATIENT,62000,38843,1622,sim
258.0,0.07,2.0,2,1,1,NOPATIENT,75000,42836,1969,sim
262.0,0.07,2.0,2,1,1,NORMAL,102000,46846,1993,sim
262.0,0.07,2.0,2,1,1,NORMAL,16000,7025,296,sim
264.0,0.07,2.0,2,1,1,PATIENT,135000,128792,1839,sim
265.0,0.07,2.0,2,1,1,NOPATIENT,16000,10039,413,sim
266.0,0.07,2.0,2,1,1,NORMAL,24000,10836,467,sim
4.0,0.07,1.5,0,3,1,NORMAL,10000,3463,179,sim
5.0,0.07,1.5,0,3,1,NOPATIENT,15000,4659,373,sim
7.0,0.07,1.5,0,3,1,NORMAL,7000,6639,135,sim
8.0,0.07,1.5,0,3,1,NOPATIENT,20000,7589,510,sim
11.0,0.07,1.5,0,3,1,NOPATIENT,30000,10337,770,sim
12.0,0.07,1.5,0,3,1,NOPATIENT,22000,11472,566,sim
13.0,0.07,1.5,0,3,1,PATIENT,31000,12647,416,sim
17.0,0.07,1.5,0,3,1,PATIENT,28000,16476,370,sim
18.0,0.07,1.5,0,3,1,PATIENT,38000,17320,515,sim
20.0,0.07,1.5,0,3,1,NORMAL,9000,4125,162,sim
23.0,0.07,1.5,0,3,1,NOPATIENT,41000,22592,1085,sim
24.0,0.07,1.5,0,3,1,NORMAL,42000,23647,803,sim
25.0,0.07,1.5,0,3,1,NORMAL,20000,9080,387,sim
26.0,0.07,1.5,0,3,1,NORMAL,22000,10088,430,sim
26.0,0.07,1.5,0,3,1,NORMAL,30000,25319,586,sim
28.0,0.07,1.5,0,3,1,NORMAL,26000,12177,501,sim
29.0,0.07,1.5,0,3,1,NORMAL,62000,28682,1208,sim
34.0,0.07,1.5,0,3,1,NORMAL,38000,18069,741,sim
37.0,0.07,1.5,0,3,1,NORMAL,52000,21757,1016,sim
39.0,0.07,1.5,0,3,1,NOPATIENT,36000,23178,948,sim
40.0,0.07,1.5,0,3,1,NOPATIENT,65000,39498,1709,sim
47.0,0.07,1.5,0,3,1,NORMAL,104000,46668,2019,sim
47.0,0.07,1.5,0,3,1,NOPATIENT,67000,46647,1770,sim
51.0,0.07,1.5,0,3,1,PATIENT,52000,35067,696,sim
59.0,0.07,1.5,0,3,1,NOPATIENT,96000,58340,2520,sim
64.0,0.07,1.5,0,3,1,PATIENT,9000,9004,116,nao
3.0,0.07,1.5,2,0,2,PATIENT,14000,2842,185,sim
6.0,0.07,1.5,2,0,2,NOPATIENT,8000,5827,208,sim
6.0,0.07,1.5,2,0,2,NORMAL,22000,6343,427,sim
7.0,0.07,1.5,2,0,2,NOPATIENT,20000,7561,511,sim
8.0,0.07,1.5,2,0,2,NORMAL,30000,8328,570,sim
9.0,0.07,1.5,2,0,2,NORMAL,34000,9374,659,sim
15.0,0.07,1.5,2,0,2,NORMAL,36000,14828,685,sim
17.0,0.07,1.5,2,0,2,NOPATIENT,30000,17342,771,sim
19.0,0.07,1.5,2,0,2,NOPATIENT,32000,19269,834,sim
19.0,0.07,1.5,2,0,2,NORMAL,39000,19383,755,sim
24.0,0.07,1.5,2,0,2,NORMAL,20000,9505,374,sim
25.0,0.07,1.5,2,0,2,NOPATIENT,17000,10071,430,sim
26.0,0.07,1.5,2,0,2,NOPATIENT,31000,10516,799,sim
27.0,0.07,1.5,2,0,2,NOPATIENT,28000,27357,724,sim
32.0,0.07,1.5,2,0,2,NORMAL,25000,16501,482,sim
33.0,0.07,1.5,2,0,2,NOPATIENT,95000,32896,2494,sim
34.0,0.07,1.5,2,0,2,NORMAL,34000,34005,648,nao
34.0,0.07,1.5,2,0,2,PATIENT,81000,34261,1097,sim
36.0,0.07,1.5,2,0,2,NORMAL,39000,20530,748,sim
39.0,0.07,1.5,2,0,2,PATIENT,39000,23505,529,sim
40.0,0.07,1.5,2,0,2,PATIENT,38000,25430,508,sim
42.0,0.07,1.5,2,0,2,NOPATIENT,77000,41869,2036,sim
56.0,0.07,1.5,2,0,2,NOPATIENT,64000,56288,1679,sim
57.0,0.07,1.5,2,0,2,NORMAL,93000,56918,1802,sim
62.0,0.07,1.5,2,0,2,NORMAL,7000,7004,123,nao
3.0,0.07,1.5,1,1,2,NOPATIENT,9000,2804,222,sim
4.0,0.07,1.5,1,1,2,PATIENT,13000,4320,166,sim
5.0,0.07,1.5,1,1,2,PATIENT,10000,4342,134,sim
6.0,0.07,1.5,1,1,2,NOPATIENT,15000,5379,375,sim
6.0,0.07,1.5,1,1,2,NOPATIENT,18000,6269,454,sim
10.0,0.07,1.5,1,1,2,NORMAL,13000,10312,248,sim
11.0,0.07,1.5,1,1,2,PATIENT,27000,11272,358,sim
12.0,0.07,1.5,1,1,2,NOPATIENT,33000,11803,861,sim
18.0,0.07,1.5,1,1,2,NOPATIENT,42000,17805,1102,sim
19.0,0.07,1.5,1,1,2,PATIENT,43000,19265,573,sim
22.0,0.07,1.5,1,1,2,NOPATIENT,11000,7041,265,sim
23.0,0.07,1.5,1,1,2,NOPATIENT,29000,22361,762,sim
23.0,0.07,1.5,1,1,2,PATIENT,39000,23328,528,sim
24.0,0.07,1.5,1,1,2,NOPATIENT,35000,23808,916,sim
28.0,0.07,1.5,1,1,2,NORMAL,34000,28242,664,sim
31.0,0.07,1.5,1,1,2,NORMAL,49000,30817,951,sim
31.0,0.07,1.5,1,1,2,PATIENT,29000,16049,382,sim
32.0,0.07,1.5,1,1,2,NOPATIENT,27000,17076,700,sim
35.0,0.07,1.5,1,1,2,PATIENT,36000,19473,487,sim
36.0,0.07,1.5,1,1,2,PATIENT,45000,36251,606,sim
38.0,0.07,1.5,1,1,2,NORMAL,82000,37825,1603,sim
39.0,0.07,1.5,1,1,2,PATIENT,41000,38799,553,sim
40.0,0.07,1.5,1,1,2,NOPATIENT,73000,24529,1912,sim
40.0,0.07,1.5,1,1,2,PATIENT,27000,25058,358,sim
42.0,0.07,1.5,1,1,2,PATIENT,89000,41876,1207,sim
47.0,0.07,1.5,1,1,2,NORMAL,50000,31449,975,sim
50.0,0.07,1.5,1,1,2,PATIENT,35000,35004,466,nao
51.0,0.07,1.5,1,1,2,PATIENT,65000,50754,875,sim
52.0,0.07,1.5,1,1,2,NORMAL,109000,51811,2117,sim
57.0,0.07,1.5,1,1,2,NORMAL,6000,2057,116,sim
57.0,0.07,1.5,1,1,2,NOPATIENT,60000,42355,1581,sim
66.0,0.07,1.5,1,1,2,NORMAL,11000,11004,210,nao
4.0,0.07,1.5,2,2,0,NOPATIENT,9000,4322,233,sim
9.0,0.07,1.5,2,2,0,NOPATIENT,23000,8516,588,sim
16.0,0.07,1.5,2,2,0,PATIENT,68000,16323,918,sim
16.0,0.07,1.5,2,2,0,PATIENT,50000,16367,681,sim
17.0,0.07,1.5,2,2,0,NOPATIENT,49000,17226,1285,sim
19.0,0.07,1.5,2,2,0,NOPATIENT,31000,18818,812,sim
20.0,0.07,1.5,2,2,0,PATIENT,61000,20318,828,sim
23.0,0.07,1.5,2,2,0,NOPATIENT,36000,22834,947,sim
24.0,0.07,1.5,2,2,0,NOPATIENT,26000,9057,665,sim
25.0,0.07,1.5,2,2,0,NORMAL,31000,25224,599,sim
26.0,0.07,1.5,2,2,0,NORMAL,42000,11043,805,sim
29.0,0.07,1.5,2,2,0,NOPATIENT,41000,13482,1059,sim
36.0,0.07,1.5,2,2,0,PATIENT,55000,21043,738,sim
40.0,0.07,1.5,2,2,0,NOPATIENT,45000,25094,1170,sim
43.0,0.07,1.5,2,2,0,NOPATIENT,52000,43234,1370,sim
46.0,0.07,1.5,2,2,0,NORMAL,58000,45856,1120,sim
46.0,0.07,1.5,2,2,0,NORMAL,117000,46365,2282,sim
49.0,0.07,1.5,2,2,0,NOPATIENT,58000,33512,1530,sim
56.0,0.07,1.5,2,2,0,PATIENT,120000,55875,1623,sim
56.0,0.07,1.5,2,2,0,NOPATIENT,58000,41063,1521,sim
57.0,0.07,1.5,2,2,0,NORMAL,9000,2127,171,sim
62.0,0.07,1.5,2,2,0,NOPATIENT,62000,62006,1631,nao
67.0,0.07,1.5,2,2,0,PATIENT,157000,52195,2131,sim
68.0,0.07,1.5,2,2,0,NOPATIENT,14000,12962,368,sim
70.0,0.07,1.5,2,2,0,NOPATIENT,33000,15141,869,sim
70.0,0.07,1.5,2,2,0,NOPATIENT,79000,70167,2068,sim
71.0,0.07,1.5,2,2,0,NORMAL,85000,56211,1656,sim
72.0,0.07,1.5,2,2,0,NOPATIENT,73000,72162,1907,sim
73.0,0.07,1.5,2,2,0,NOPATIENT,18000,18004,466,nao
77.0,0.07,1.5,2,2,0,NOPATIENT,96000,77176,2515,sim
79.0,0.07,1.5,2,2,0,PATIENT,125000,64120,1691,sim
85.0,0.07,1.5,2,2,0,NOPATIENT,42000,30139,1092,sim
85.0,0.07,1.5,2,2,0,PATIENT,123000,85245,1675,sim
88.0,0.07,1.5,2,2,0,NOPATIENT,58000,32962,1525,sim
89.0,0.07,1.5,2,2,0,PATIENT,188000,89325,2558,sim
96.0,0.07,1.5,2,2,0,NORMAL,93000,81226,1804,sim
99.0,0.07,1.5,2,2,0,NORMAL,79000,44166,1529,sim
101.0,0.07,1.5,2,2,0,NORMAL,118000,86235,2301,sim
104.0,0.07,1.5,2,2,0,NORMAL,60000,49098,1155,sim
108.0,0.07,1.5,2,2,0,NOPATIENT,61000,53051,1611,sim
108.0,0.07,1.5,2,2,0,NOPATIENT,66000,53167,1741,sim
110.0,0.07,1.5,2,2,0,NORMAL,129000,110194,2510,sim
113.0,0.07,1.5,2,2,0,PATIENT,144000,98244,1958,sim
113.0,0.07,1.5,2,2,0,PATIENT,64000,58274,865,sim
114.0,0.07,1.5,2,2,0,PATIENT,101000,59273,1371,sim
119.0,0.07,1.5,2,2,0,PATIENT,164000,118521,2231,sim
122.0,0.07,1.5,2,2,0,NOPATIENT,67000,67003,1759,nao
130.0,0.07,1.5,2,2,0,NORMAL,130000,130004,2543,nao
146.0,0.07,1.5,2,2,0,NOPATIENT,51000,51004,1343,nao
4.0,0.07,1.5,0,1,3,NORMAL,12000,3407,230,sim
4.0,0.07,1.5,0,1,3,PATIENT,22000,3742,291,sim
9.0,0.07,1.5,0,1,3,NORMAL,17000,8378,316,sim
10.0,0.07,1.5,0,1,3,NOPATIENT,18000,9766,459,sim
13.0,0.07,1.5,0,1,3,NOPATIENT,38000,12754,987,sim
15.0,0.07,1.5,0,1,3,NOPATIENT,42000,15344,1107,sim
17.0,0.07,1.5,0,1,3,NOPATIENT,46000,16458,1205,sim
17.0,0.07,1.5,0,1,3,NOPATIENT,48000,16755,1258,sim
22.0,0.07,1.5,0,1,3,NOPATIENT,38000,21357,995,sim
23.0,0.07,1.5,0,1,3,NORMAL,22000,7485,427,sim
23.0,0.07,1.5,0,1,3,NOPATIENT,36000,22773,950,sim
25.0,0.07,1.5,0,1,3,NORMAL,39000,25322,744,sim
33.0,0.07,1.5,0,1,3,NORMAL,63000,32778,1215,sim
34.0,0.07,1.5,0,1,3,NORMAL,46000,33370,881,sim
34.0,0.07,1.5,0,1,3,PATIENT,117000,33776,1591,sim
38.0,0.07,1.5,0,1,3,NORMAL,50000,23176,962,sim
43.0,0.07,1.5,0,1,3,NORMAL,69000,43284,1338,sim
44.0,0.07,1.5,0,1,3,NOPATIENT,48000,29168,1247,sim
45.0,0.07,1.5,0,1,3,NOPATIENT,63000,29492,1666,sim
45.0,0.07,1.5,0,1,3,NOPATIENT,49000,30120,1271,sim
47.0,0.07,1.5,0,1,3,NOPATIENT,51000,31268,1328,sim
49.0,0.07,1.5,0,1,3,NORMAL,102000,48799,1982,sim
52.0,0.07,1.5,0,1,3,PATIENT,164000,51822,2234,sim
54.0,0.07,1.5,0,1,3,NOPATIENT,64000,39089,1668,sim
59.0,0.07,1.5,0,1,3,NORMAL,97000,58797,1891,sim
60.0,0.07,1.5,0,1,3,PATIENT,13000,4356,177,sim
60.0,0.07,1.5,0,1,3,NORMAL,13000,5319,241,sim
63.0,0.07,1.5,0,1,3,PATIENT,161000,47958,2184,sim
64.0,0.07,1.5,0,1,3,NOPATIENT,9000,9006,217,nao
67.0,0.07,1.5,0,1,3,NOPATIENT,96000,66813,2522,sim
69.0,0.07,1.5,0,1,3,NORMAL,72000,68806,1403,sim
74.0,0.07,1.5,0,1,3,PATIENT,165000,58812,2244,sim
76.0,0.07,1.5,0,1,3,PATIENT,64000,60721,864,sim
79.0,0.07,1.5,0,1,3,NORMAL,52000,23811,1007,sim
79.0,0.07,1.5,0,1,3,PATIENT,60000,23832,809,sim
80.0,0.07,1.5,0,1,3,PATIENT,109000,79820,1475,sim
86.0,0.07,1.5,0,1,3,NOPATIENT,66000,31080,1724,sim
87.0,0.07,1.5,0,1,3,NOPATIENT,57000,31822,1490,sim
87.0,0.07,1.5,0,1,3,PATIENT,106000,86896,1441,sim
91.0,0.07,1.5,0,1,3,PATIENT,123000,90817,1673,sim
92.0,0.07,1.5,0,1,3,NOPATIENT,52000,36882,1369,sim
98.0,0.07,1.5,0,1,3,PATIENT,67000,42889,906,sim
99.0,0.07,1.5,0,1,3,PATIENT,137000,43882,1858,sim
102.0,0.07,1.5,0,1,3,PATIENT,125000,101845,1692,sim
109.0,0.07,1.5,0,1,3,NOPATIENT,40000,13867,1051,sim
109.0,0.07,1.5,0,1,3,NORMAL,57000,14103,1099,sim
113.0,0.07,1.5,0,1,3,NOPATIENT,51000,17902,1332,sim
114.0,0.07,1.5,0,1,3,NOPATIENT,65000,58837,1702,sim
119.0,0.07,1.5,0,1,3,PATIENT,56000,24109,759,sim
129.0,0.07,1.5,0,1,3,NORMAL,56000,33876,1089,sim
132.0,0.07,1.5,0,1,3,NOPATIENT,53000,36919,1394,sim
133.0,0.07,1.5,0,1,3,NOPATIENT,88000,77909,2319,sim
133.0,0.07,1.5,0,1,3,PATIENT,171000,117861,2322,sim
135.0,0.07,1.5,0,1,3,NORMAL,102000,39898,1981,sim
135.0,0.07,1.5,0,1,3,PATIENT,111000,79922,1513,sim
138.0,0.07,1.5,0,1,3,NORMAL,87000,42934,1694,sim
139.0,0.07,1.5,0,1,3,NORMAL,16000,3897,308,sim
139.0,0.07,1.5,0,1,3,PATIENT,163000,138922,2220,sim
142.0,0.07,1.5,0,1,3,NORMAL,102000,46956,1993,sim
147.0,0.07,1.5,0,1,3,NOPATIENT,19000,12031,486,sim
150.0,0.07,1.5,0,1,3,NOPATIENT,44000,14957,1142,sim
154.0,0.07,1.5,0,1,3,NOPATIENT,42000,18910,1092,sim
155.0,0.07,1.5,0,1,3,PATIENT,190000,59970,2578,sim
156.0,0.07,1.5,0,1,3,NOPATIENT,61000,20958,1607,sim
159.0,0.07,1.5,0,1,3,NOPATIENT,69000,23935,1815,sim
161.0,0.07,1.5,0,1,3,PATIENT,87000,65960,1179,sim
162.0,0.07,1.5,0,1,3,PATIENT,74000,66954,1005,sim
173.0,0.07,1.5,0,1,3,PATIENT,75000,37932,1020,sim
173.0,0.07,1.5,0,1,3,PATIENT,96000,78002,1297,sim
174.0,0.07,1.5,0,1,3,NOPATIENT,70000,38958,1848,sim
185.0,0.07,1.5,0,1,3,PATIENT,68000,49942,918,sim
185.0,0.07,1.5,0,1,3,NORMAL,100000,89990,1950,sim
187.0,0.07,1.5,0,1,3,PATIENT,101000,51988,1374,sim
190.0,0.07,1.5,0,1,3,NORMAL,131000,54985,2548,sim
193.0,0.07,1.5,0,1,3,NOPATIENT,23000,17942,589,sim
194.0,0.07,1.5,0,1,3,NORMAL,71000,59000,1387,sim
199.0,0.07,1.5,0,1,3,PATIENT,116000,63997,1571,sim
204.0,0.07,1.5,0,1,3,NOPATIENT,30000,28955,775,sim
204.0,0.07,1.5,0,1,3,NOPATIENT,85000,28996,2228,sim
205.0,0.07,1.5,0,1,3,NOPATIENT,86000,29998,2272,sim
209.0,0.07,1.5,0,1,3,PATIENT,114000,74039,1542,sim
213.0,0.07,1.5,0,1,3,PATIENT,43000,37980,577,sim
217.0,0.07,1.5,0,1,3,NOPATIENT,8000,2006,190,sim
220.0,0.07,1.5,0,1,3,PATIENT,66000,45008,888,sim
223.0,0.07,1.5,0,1,3,PATIENT,152000,48137,2067,sim
224.0,0.07,1.5,0,1,3,NOPATIENT,20000,9010,504,sim
227.0,0.07,1.5,0,1,3,NOPATIENT,65000,51978,1699,sim
227.0,0.07,1.5,0,1,3,NOPATIENT,67000,52037,1771,sim
235.0,0.07,1.5,0,1,3,PATIENT,17000,19691,229,nao
235.0,0.07,1.5,0,1,3,PATIENT,150000,60071,2035,sim
238.0,0.07,1.5,0,1,3,NORMAL,41000,23102,798,sim
244.0,0.07,1.5,0,1,3,NOPATIENT,58000,29032,1510,sim
250.0,0.07,1.5,0,1,3,PATIENT,190000,114827,2587,sim
250.0,0.07,1.5,0,1,3,NORMAL,124000,34852,2420,sim
253.0,0.07,1.5,0,1,3,PATIENT,124000,77859,1688,sim
258.0,0.07,1.5,0,1,3,NOPATIENT,77000,42848,2037,sim
258.0,0.07,1.5,0,1,3,NORMAL,123000,123003,2392,nao
260.0,0.07,1.5,0,1,3,PATIENT,97000,44866,1321,sim
265.0,0.07,1.5,0,1,3,PATIENT,80000,49867,1083,sim
266.0,0.07,1.5,0,1,3,NOPATIENT,17000,11064,443,sim
269.0,0.07,1.5,0,1,3,NOPATIENT,23000,14084,602,sim
270.0,0.07,1.5,0,1,3,NOPATIENT,64000,54873,1670,sim
272.0,0.07,1.5,0,1,3,NOPATIENT,27000,17057,714,sim
273.0,0.07,1.5,0,1,3,NOPATIENT,22000,17880,579,sim
273.0,0.07,1.5,0,1,3,PATIENT,82000,57869,1112,sim
274.0,0.07,1.5,0,1,3,PATIENT,156000,98864,2122,sim
278.0,0.07,1.5,0,1,3,PATIENT,122000,102879,1658,sim
281.0,0.07,1.5,0,1,3,PATIENT,97000,65887,1313,sim
284.0,0.07,1.5,0,1,3,NORMAL,40000,28881,779,sim
291.0,0.07,1.5,0,1,3,NORMAL,68000,35902,1319,sim
292.0,0.07,1.5,0,1,3,NORMAL,123000,76900,2395,sim
292.0,0.07,1.5,0,1,3,PATIENT,157000,157003,2130,nao
295.0,0.07,1.5,0,1,3,NOPATIENT,73000,39893,1908,sim
295.0,0.07,1.5,0,1,3,PATIENT,160000,160003,2181,nao
298.0,0.07,1.5,0,1,3,NOPATIENT,9000,2944,222,sim
299.0,0.07,1.5,0,1,3,PATIENT,164000,164003,2232,nao
301.0,0.07,1.5,0,1,3,PATIENT,71000,46120,968,sim
305.0,0.07,1.5,0,1,3,PATIENT,164000,130119,2233,sim
308.0,0.07,1.5,0,1,3,NOPATIENT,21000,12354,534,sim
5.0,0.07,1.5,2,2,0,NORMAL,7000,4744,135,sim
5.0,0.07,1.5,1,1,2,NOPATIENT,12000,4880,310,sim
6.0,0.07,1.5,1,1,2,NORMAL,24000,5785,462,sim
10.0,0.07,1.5,1,1,2,PATIENT,21000,9877,274,sim
10.0,0.07,1.5,1,1,2,NOPATIENT,27000,10256,703,sim
12.0,0.07,1.5,1,1,2,NORMAL,45000,12271,873,sim
15.0,0.07,1.5,1,1,2,NOPATIENT,27000,14816,714,sim
17.0,0.07,1.5,1,1,2,NORMAL,18000,17272,340,sim
18.0,0.07,1.5,1,1,2,PATIENT,57000,17877,766,sim
21.0,0.07,1.5,1,1,2,NOPATIENT,9000,6108,226,sim
22.0,0.07,1.5,1,1,2,NOPATIENT,45000,21758,1173,sim
28.0,0.07,1.5,1,1,2,NOPATIENT,21000,13067,550,sim
28.0,0.07,1.5,1,1,2,NORMAL,43000,13251,833,sim
31.0,0.07,1.5,1,1,2,NORMAL,60000,30840,1167,sim
31.0,0.07,1.5,1,1,2,NOPATIENT,25000,16097,656,sim
