Tempo_Decorrido_em_Dias,Indice_de_Desperdicio,Pre√ßo_unidade,Numero_Incial_de_Lazies,Numero_Inicial_de_Normals,Numero_Incial_de_Renders,Tipo_de_Cliente,Tempo_Maximo_de_Espera,Tempo_de_Espera,Quantidade_Encomendada,Recebida
6.0,0.07,2.0,1,1,1,NOPATIENT,17000,5787,424,sim
6.0,0.07,2.0,1,1,1,NORMAL,23000,6256,440,sim
7.0,0.07,2.0,1,1,1,NORMAL,15000,6511,285,sim
9.0,0.07,2.0,1,1,1,PATIENT,18000,8767,238,sim
9.0,0.07,2.0,1,1,1,PATIENT,17000,9297,229,sim
10.0,0.07,2.0,1,1,1,NORMAL,34000,9340,648,sim
12.0,0.07,2.0,1,1,1,NOPATIENT,16000,11796,403,sim
14.0,0.07,2.0,1,1,1,PATIENT,18000,13331,243,sim
14.0,0.07,2.0,1,1,1,PATIENT,42000,14263,567,sim
23.0,0.07,2.0,1,1,1,NORMAL,49000,22769,947,sim
23.0,0.07,2.0,1,1,1,NOPATIENT,30000,22804,776,sim
29.0,0.07,2.0,1,1,1,NOPATIENT,32000,29323,839,sim
80.0,0.07,2.0,1,1,1,PATIENT,80000,80004,1085,nao
88.0,0.07,2.0,1,1,1,PATIENT,88000,88002,1191,nao
91.0,0.07,2.0,1,1,1,NOPATIENT,91000,91003,2396,nao
95.0,0.07,2.0,1,1,1,NOPATIENT,95000,95005,2513,nao
96.0,0.07,2.0,1,1,1,NOPATIENT,96000,96004,2537,nao
97.0,0.07,2.0,1,1,1,PATIENT,182000,97060,2481,sim
99.0,0.07,2.0,1,1,1,PATIENT,99000,99004,1345,nao
113.0,0.07,2.0,1,1,1,NORMAL,113000,113004,2196,nao
123.0,0.07,2.0,1,1,1,NORMAL,123000,123004,2390,nao
132.0,0.07,2.0,1,1,1,PATIENT,132000,132004,1796,nao
2.0,0.07,2.0,1,0,2,NOPATIENT,5000,1830,127,sim
2.0,0.07,2.0,1,0,2,NOPATIENT,4000,2376,100,sim
4.0,0.07,2.0,1,0,2,NOPATIENT,12000,4374,303,sim
5.0,0.07,2.0,1,0,2,NOPATIENT,13000,5403,334,sim
8.0,0.07,2.0,1,0,2,PATIENT,23000,8274,306,sim
8.0,0.07,2.0,1,0,2,NORMAL,16000,8348,305,sim
8.0,0.07,2.0,1,0,2,NOPATIENT,9000,8356,213,sim
11.0,0.07,2.0,1,0,2,NORMAL,11000,11007,196,nao
17.0,0.07,2.0,1,0,2,NORMAL,24000,17338,464,sim
23.0,0.07,2.0,1,0,2,NORMAL,24000,23328,462,sim
24.0,0.07,2.0,1,0,2,NOPATIENT,63000,23825,1663,sim
25.0,0.07,2.0,1,0,2,NOPATIENT,7000,5072,181,sim
26.0,0.07,2.0,1,0,2,NORMAL,101000,25856,1961,sim
29.0,0.07,2.0,1,0,2,NORMAL,20000,9097,377,sim
33.0,0.07,2.0,1,0,2,NORMAL,28000,13064,543,sim
37.0,0.07,2.0,1,0,2,NOPATIENT,37000,37170,972,nao
38.0,0.07,2.0,1,0,2,PATIENT,28000,18036,374,sim
38.0,0.07,2.0,1,0,2,NOPATIENT,16000,18195,402,nao
42.0,0.07,2.0,1,0,2,NOPATIENT,51000,41819,1342,sim
51.0,0.07,2.0,1,0,2,NOPATIENT,31000,31014,799,nao
53.0,0.07,2.0,1,0,2,NORMAL,105000,52825,2050,sim
54.0,0.07,2.0,1,0,2,NORMAL,54000,54004,1041,nao
56.0,0.07,2.0,1,0,2,NOPATIENT,11000,11002,265,nao
61.0,0.07,2.0,1,0,2,NOPATIENT,15000,16088,389,nao
62.0,0.07,2.0,1,0,2,PATIENT,42000,42003,569,nao
63.0,0.07,2.0,1,0,2,NOPATIENT,18000,18004,465,nao
63.0,0.07,2.0,1,0,2,NOPATIENT,63000,63003,1648,nao
64.0,0.07,2.0,1,0,2,NOPATIENT,19000,19003,488,nao
67.0,0.07,2.0,1,0,2,PATIENT,47000,47003,640,nao
68.0,0.07,2.0,1,0,2,NORMAL,48000,48003,925,nao
68.0,0.07,2.0,1,0,2,PATIENT,48000,48002,642,nao
70.0,0.07,2.0,1,0,2,NOPATIENT,79000,69999,2073,sim
70.0,0.07,2.0,1,0,2,NORMAL,25000,25002,473,nao
4.0,0.07,2.0,1,2,1,NOPATIENT,11000,4379,271,sim
5.0,0.07,2.0,1,2,1,NORMAL,19000,5357,357,sim
6.0,0.07,2.0,1,2,1,NOPATIENT,15000,6233,397,sim
12.0,0.07,2.0,1,2,1,NOPATIENT,34000,11864,874,sim
12.0,0.07,2.0,1,2,1,NOPATIENT,20000,12329,528,sim
18.0,0.07,2.0,1,2,1,PATIENT,29000,18336,387,sim
18.0,0.07,2.0,1,2,1,NOPATIENT,41000,18391,1073,sim
21.0,0.07,2.0,1,2,1,NORMAL,56000,21234,1093,sim
22.0,0.07,2.0,1,2,1,PATIENT,47000,21861,628,sim
25.0,0.07,2.0,1,2,1,NORMAL,25000,25007,480,nao
29.0,0.07,2.0,1,2,1,NORMAL,44000,29406,842,sim
30.0,0.07,2.0,1,2,1,NOPATIENT,52000,29882,1374,sim
37.0,0.07,2.0,1,2,1,NORMAL,52000,37363,999,sim
46.0,0.07,2.0,1,2,1,PATIENT,49000,45692,668,sim
48.0,0.07,2.0,1,2,1,NORMAL,69000,47666,1339,sim
50.0,0.07,2.0,1,2,1,PATIENT,69000,50398,933,sim
58.0,0.07,2.0,1,2,1,NORMAL,58000,58004,1117,nao
73.0,0.07,2.0,1,2,1,NOPATIENT,73000,73002,1916,nao
87.0,0.07,2.0,1,2,1,NORMAL,103000,87403,2002,sim
90.0,0.07,2.0,1,2,1,NOPATIENT,90000,90003,2363,nao
97.0,0.07,2.0,1,2,1,NOPATIENT,97000,97004,2567,nao
4.0,0.07,2.0,0,3,1,PATIENT,10000,4170,132,sim
4.0,0.07,2.0,0,3,1,NOPATIENT,12000,4307,305,sim
5.0,0.07,2.0,0,3,1,PATIENT,25000,4730,339,sim
18.0,0.07,2.0,0,3,1,NOPATIENT,41000,18326,1077,sim
21.0,0.07,2.0,0,3,1,NORMAL,45000,20777,872,sim
25.0,0.07,2.0,0,3,1,NOPATIENT,58000,24754,1518,sim
30.0,0.07,2.0,0,3,1,NOPATIENT,86000,30304,2257,sim
41.0,0.07,2.0,0,3,1,NORMAL,44000,40808,852,sim
44.0,0.07,2.0,0,3,1,NOPATIENT,71000,43358,1857,sim
47.0,0.07,2.0,0,3,1,NORMAL,65000,47321,1265,sim
50.0,0.07,2.0,0,3,1,NOPATIENT,50000,50004,1314,nao
52.0,0.07,2.0,0,3,1,NORMAL,85000,51529,1658,sim
55.0,0.07,2.0,0,3,1,NORMAL,96000,54484,1866,sim
69.0,0.07,2.0,0,3,1,NORMAL,69000,69004,1338,nao
70.0,0.07,2.0,0,3,1,NOPATIENT,70000,70004,1834,nao
77.0,0.07,2.0,0,3,1,NORMAL,130000,76512,2529,sim
82.0,0.07,2.0,0,3,1,NOPATIENT,82000,82004,2146,nao
84.0,0.07,2.0,0,3,1,NORMAL,97000,83575,1894,sim
3.0,0.07,2.0,1,3,0,PATIENT,9000,2784,119,sim
6.0,0.07,2.0,1,3,0,NORMAL,23000,6327,438,sim
7.0,0.07,2.0,1,3,0,PATIENT,17000,6476,231,sim
7.0,0.07,2.0,1,3,0,NOPATIENT,12000,6821,300,sim
14.0,0.07,2.0,1,3,0,NORMAL,30000,13769,569,sim
15.0,0.07,2.0,1,3,0,PATIENT,49000,15330,658,sim
17.0,0.07,2.0,1,3,0,NORMAL,60000,16469,1168,sim
19.0,0.07,2.0,1,3,0,PATIENT,23000,19323,301,sim
22.0,0.07,2.0,1,3,0,PATIENT,46000,21840,622,sim
26.0,0.07,2.0,1,3,0,NOPATIENT,10000,6071,248,sim
27.0,0.07,2.0,1,3,0,PATIENT,13000,6771,173,sim
27.0,0.07,2.0,1,3,0,NOPATIENT,10000,7321,259,sim
28.0,0.07,2.0,1,3,0,PATIENT,17000,8069,229,sim
29.0,0.07,2.0,1,3,0,NOPATIENT,80000,28445,2093,sim
37.0,0.07,2.0,1,3,0,NOPATIENT,17000,17123,429,nao
42.0,0.07,2.0,1,3,0,NOPATIENT,22000,22151,560,nao
42.0,0.07,2.0,1,3,0,PATIENT,22000,22147,288,nao
44.0,0.07,2.0,1,3,0,NORMAL,44000,44003,854,nao
44.0,0.07,2.0,1,3,0,NORMAL,24000,24015,455,nao
50.0,0.07,2.0,1,3,0,NOPATIENT,50000,50007,1318,nao
50.0,0.07,2.0,1,3,0,NOPATIENT,30000,30087,793,nao
56.0,0.07,2.0,1,3,0,NORMAL,36000,36163,688,nao
59.0,0.07,2.0,1,3,0,NORMAL,59000,59005,1149,nao
60.0,0.07,2.0,1,3,0,PATIENT,60000,60003,805,nao
70.0,0.07,2.0,1,3,0,NORMAL,50000,50004,963,nao
72.0,0.07,2.0,1,3,0,NOPATIENT,72000,72002,1884,nao
72.0,0.07,2.0,1,3,0,PATIENT,52000,52003,699,nao
72.0,0.07,2.0,1,3,0,NOPATIENT,72000,72005,1889,nao
73.0,0.07,2.0,1,3,0,NORMAL,117000,52603,2277,sim
73.0,0.07,2.0,1,3,0,NOPATIENT,73000,73003,1920,nao
76.0,0.07,2.0,1,3,0,NOPATIENT,76000,76002,1996,nao
77.0,0.07,2.0,1,3,0,PATIENT,77000,77002,1045,nao
3.0,0.07,2.0,3,1,0,NORMAL,10000,3335,192,sim
4.0,0.07,2.0,3,1,0,NORMAL,9000,3403,158,sim
4.0,0.07,2.0,3,1,0,PATIENT,12000,4398,159,sim
20.0,0.07,2.0,3,1,0,NOPATIENT,45000,19418,1167,sim
21.0,0.07,2.0,3,1,0,NORMAL,82000,21298,1594,sim
23.0,0.07,2.0,3,1,0,NOPATIENT,66000,23392,1723,sim
24.0,0.07,2.0,3,1,0,NOPATIENT,7000,4101,165,sim
26.0,0.07,2.0,3,1,0,PATIENT,19000,6044,254,sim
29.0,0.07,2.0,3,1,0,NORMAL,34000,28424,655,sim
29.0,0.07,2.0,3,1,0,NOPATIENT,14000,9091,353,sim
39.0,0.07,2.0,3,1,0,NOPATIENT,54000,38432,1429,sim
43.0,0.07,2.0,3,1,0,NOPATIENT,43000,43005,1125,nao
47.0,0.07,2.0,3,1,0,NORMAL,47000,47002,901,nao
56.0,0.07,2.0,3,1,0,PATIENT,36000,36002,483,nao
57.0,0.07,2.0,3,1,0,NORMAL,109000,36421,2130,sim
4.0,0.07,2.0,1,0,3,NOPATIENT,11000,3780,266,sim
5.0,0.07,2.0,1,0,3,PATIENT,15000,5351,204,sim
5.0,0.07,2.0,1,0,3,NOPATIENT,13000,5377,338,sim
13.0,0.07,2.0,1,0,3,NOPATIENT,37000,12833,976,sim
13.0,0.07,2.0,1,0,3,NOPATIENT,23000,13384,607,sim
15.0,0.07,2.0,1,0,3,NOPATIENT,43000,15309,1126,sim
16.0,0.07,2.0,1,0,3,NORMAL,24000,16326,456,sim
22.0,0.07,2.0,1,0,3,NORMAL,27000,22235,517,sim
24.0,0.07,2.0,1,0,3,NORMAL,92000,23828,1791,sim
27.0,0.07,2.0,1,0,3,NORMAL,14000,7065,273,sim
30.0,0.07,2.0,1,0,3,NORMAL,30000,30005,580,nao
35.0,0.07,2.0,1,0,3,NORMAL,42000,34837,807,sim
37.0,0.07,2.0,1,0,3,NOPATIENT,50000,17450,1316,sim
44.0,0.07,2.0,1,0,3,NORMAL,24000,24003,462,nao
53.0,0.07,2.0,1,0,3,PATIENT,32000,32898,434,nao
53.0,0.07,2.0,1,0,3,NORMAL,53000,53003,1029,nao
54.0,0.07,2.0,1,0,3,NOPATIENT,33000,33700,857,nao
55.0,0.07,2.0,1,0,3,NORMAL,35000,35006,675,nao
56.0,0.07,2.0,1,0,3,NORMAL,83000,55879,1616,sim
57.0,0.07,2.0,1,0,3,NOPATIENT,57000,57003,1485,nao
58.0,0.07,2.0,1,0,3,NOPATIENT,61000,38450,1612,sim
60.0,0.07,2.0,1,0,3,NOPATIENT,5000,6696,116,nao
64.0,0.07,2.0,1,0,3,NORMAL,110000,64104,2150,sim
66.0,0.07,2.0,1,0,3,NORMAL,13000,13002,250,nao
73.0,0.07,2.0,1,0,3,NORMAL,20000,20003,389,nao
76.0,0.07,2.0,1,0,3,NORMAL,76000,76004,1469,nao
79.0,0.07,2.0,1,0,3,NOPATIENT,26000,26002,678,nao
81.0,0.07,2.0,1,0,3,NOPATIENT,28000,28002,733,nao
84.0,0.07,2.0,1,0,3,NORMAL,31000,31003,604,nao
85.0,0.07,2.0,1,0,3,NOPATIENT,64000,32122,1692,sim
90.0,0.07,2.0,1,0,3,NORMAL,99000,90135,1934,sim
95.0,0.07,2.0,1,0,3,NOPATIENT,9000,9003,219,nao
96.0,0.07,2.0,1,0,3,NOPATIENT,43000,43002,1128,nao
97.0,0.07,2.0,1,0,3,NOPATIENT,44000,44003,1145,nao
98.0,0.07,2.0,1,0,3,NOPATIENT,98000,98003,2581,nao
98.0,0.07,2.0,1,0,3,NOPATIENT,98000,98004,2572,nao
112.0,0.07,2.0,1,0,3,PATIENT,121000,112065,1638,sim
113.0,0.07,2.0,1,0,3,NOPATIENT,27000,27003,707,nao
113.0,0.07,2.0,1,0,3,NORMAL,27000,27003,517,nao
115.0,0.07,2.0,1,0,3,PATIENT,29000,29003,383,nao
117.0,0.07,2.0,1,0,3,NORMAL,31000,31003,603,nao
117.0,0.07,2.0,1,0,3,NOPATIENT,97000,97002,2547,nao
123.0,0.07,2.0,1,0,3,NORMAL,123000,123004,2403,nao
124.0,0.07,2.0,1,0,3,NOPATIENT,71000,71003,1878,nao
124.0,0.07,2.0,1,0,3,NORMAL,38000,38005,732,nao
126.0,0.07,2.0,1,0,3,NORMAL,7000,7004,122,nao
127.0,0.07,2.0,1,0,3,NORMAL,8000,8004,153,nao
128.0,0.07,2.0,1,0,3,NORMAL,128000,128003,2501,nao
131.0,0.07,2.0,1,0,3,NORMAL,12000,12004,221,nao
132.0,0.07,2.0,1,0,3,NORMAL,112000,112002,2176,nao
134.0,0.07,2.0,1,0,3,PATIENT,122000,114137,1652,sim
135.0,0.07,2.0,1,0,3,NOPATIENT,49000,49004,1294,nao
135.0,0.07,2.0,1,0,3,NORMAL,82000,82003,1603,nao
137.0,0.07,2.0,1,0,3,NOPATIENT,84000,84003,2209,nao
137.0,0.07,2.0,1,0,3,NOPATIENT,18000,18003,472,nao
138.0,0.07,2.0,1,0,3,NORMAL,19000,19004,370,nao
140.0,0.07,2.0,1,0,3,PATIENT,21000,21011,273,nao
144.0,0.07,2.0,1,0,3,PATIENT,144000,144003,1962,nao
146.0,0.07,2.0,1,0,3,PATIENT,60000,60003,808,nao
146.0,0.07,2.0,1,0,3,NOPATIENT,93000,93002,2461,nao
149.0,0.07,2.0,1,0,3,NOPATIENT,30000,30002,778,nao
151.0,0.07,2.0,1,0,3,NORMAL,65000,65002,1264,nao
154.0,0.07,2.0,1,0,3,NOPATIENT,68000,68003,1796,nao
156.0,0.07,2.0,1,0,3,PATIENT,37000,37003,502,nao
156.0,0.07,2.0,1,0,3,NORMAL,70000,70003,1364,nao
156.0,0.07,2.0,1,0,3,NOPATIENT,37000,37002,976,nao
160.0,0.07,2.0,1,0,3,NOPATIENT,8000,8002,203,nao
161.0,0.07,2.0,1,0,3,NOPATIENT,42000,42004,1105,nao
164.0,0.07,2.0,1,0,3,PATIENT,169000,164131,2293,sim
6.0,0.07,2.0,2,2,0,NOPATIENT,17000,6325,443,sim
11.0,0.07,2.0,2,2,0,NORMAL,42000,11390,806,sim
15.0,0.07,2.0,2,2,0,NOPATIENT,26000,15339,671,sim
17.0,0.07,2.0,2,2,0,NORMAL,65000,17226,1266,sim
20.0,0.07,2.0,2,2,0,NOPATIENT,32000,19876,843,sim
24.0,0.07,2.0,2,2,0,NOPATIENT,68000,24388,1793,sim
25.0,0.07,2.0,2,2,0,NOPATIENT,8000,5208,207,sim
27.0,0.07,2.0,2,2,0,NOPATIENT,30000,26838,771,sim
27.0,0.07,2.0,2,2,0,NORMAL,44000,27360,857,sim
27.0,0.07,2.0,2,2,0,PATIENT,21000,7236,285,sim
33.0,0.07,2.0,2,2,0,NORMAL,34000,33389,651,sim
40.0,0.07,2.0,2,2,0,NORMAL,81000,20418,1576,sim
41.0,0.07,2.0,2,2,0,NOPATIENT,70000,41238,1846,sim
43.0,0.07,2.0,2,2,0,NOPATIENT,21000,22684,535,nao
43.0,0.07,2.0,2,2,0,NORMAL,22000,23158,411,nao
45.0,0.07,2.0,2,2,0,NOPATIENT,45000,45002,1165,nao
49.0,0.07,2.0,2,2,0,NOPATIENT,28000,28949,715,nao
49.0,0.07,2.0,2,2,0,NORMAL,36000,29418,686,sim
55.0,0.07,2.0,2,2,0,NOPATIENT,64000,55390,1693,sim
57.0,0.07,2.0,2,2,0,NORMAL,37000,37003,709,nao
60.0,0.07,2.0,2,2,0,PATIENT,60000,60002,812,nao
64.0,0.07,2.0,2,2,0,NOPATIENT,44000,44004,1143,nao
66.0,0.07,2.0,2,2,0,NORMAL,13000,13003,240,nao
67.0,0.07,2.0,2,2,0,NORMAL,47000,47004,906,nao
67.0,0.07,2.0,2,2,0,PATIENT,67000,47404,910,sim
68.0,0.07,2.0,2,2,0,NOPATIENT,15000,15003,382,nao
71.0,0.07,2.0,2,2,0,PATIENT,51000,51003,687,nao
73.0,0.07,2.0,2,2,0,NORMAL,53000,53003,1029,nao
79.0,0.07,2.0,2,2,0,NOPATIENT,26000,26004,682,nao
80.0,0.07,2.0,2,2,0,PATIENT,27000,27004,355,nao
80.0,0.07,2.0,2,2,0,PATIENT,60000,60002,812,nao
81.0,0.07,2.0,2,2,0,NORMAL,28000,28003,530,nao
82.0,0.07,2.0,2,2,0,NOPATIENT,82000,82004,2165,nao
85.0,0.07,2.0,2,2,0,NORMAL,85000,85003,1657,nao
86.0,0.07,2.0,2,2,0,NOPATIENT,66000,66003,1730,nao
2.0,0.07,2.0,1,1,2,NORMAL,8000,2216,141,sim
3.0,0.07,2.0,1,1,2,NORMAL,10000,3293,186,sim
5.0,0.07,2.0,1,1,2,NORMAL,12000,5215,216,sim
6.0,0.07,2.0,1,1,2,NORMAL,24000,5759,453,sim
7.0,0.07,2.0,1,1,2,PATIENT,22000,7296,291,sim
15.0,0.07,2.0,1,1,2,NOPATIENT,26000,14749,675,sim
15.0,0.07,2.0,1,1,2,NORMAL,39000,15213,751,sim
18.0,0.07,2.0,1,1,2,NORMAL,40000,18306,777,sim
25.0,0.07,2.0,1,1,2,NORMAL,11000,5074,210,sim
28.0,0.07,2.0,1,1,2,PATIENT,23000,8441,313,sim
29.0,0.07,2.0,1,1,2,NOPATIENT,84000,28831,2200,sim
29.0,0.07,2.0,1,1,2,NOPATIENT,9000,9005,228,nao
29.0,0.07,2.0,1,1,2,NOPATIENT,32000,29308,835,sim
31.0,0.07,2.0,1,1,2,NORMAL,10000,10621,181,nao
5.0,0.07,2.0,2,0,2,NORMAL,19000,5240,371,sim
7.0,0.07,2.0,2,0,2,NOPATIENT,19000,6842,492,sim
8.0,0.07,2.0,2,0,2,NOPATIENT,22000,8284,581,sim
9.0,0.07,2.0,2,0,2,PATIENT,9000,9006,111,nao
9.0,0.07,2.0,2,0,2,PATIENT,20000,9233,263,sim
14.0,0.07,2.0,2,0,2,PATIENT,29000,13849,393,sim
16.0,0.07,2.0,2,0,2,NOPATIENT,24000,15768,618,sim
4.0,0.07,2.0,1,2,1,NOPATIENT,11000,4383,282,sim
6.0,0.07,2.0,1,2,1,NORMAL,22000,6427,422,sim
9.0,0.07,2.0,1,2,1,NOPATIENT,24000,9237,626,sim
16.0,0.07,2.0,1,2,1,NOPATIENT,19000,16253,481,sim
16.0,0.07,2.0,1,2,1,NORMAL,39000,16438,745,sim
19.0,0.07,2.0,1,2,1,PATIENT,40000,18802,541,sim
24.0,0.07,2.0,1,2,1,NOPATIENT,58000,24413,1517,sim
26.0,0.07,2.0,1,2,1,PATIENT,53000,26442,715,sim
28.0,0.07,2.0,1,2,1,NOPATIENT,13000,8043,323,sim
28.0,0.07,2.0,1,2,1,PATIENT,24000,8096,317,sim
39.0,0.07,2.0,1,2,1,PATIENT,19000,19327,251,nao
40.0,0.07,2.0,1,2,1,NOPATIENT,20000,20228,517,nao
41.0,0.07,2.0,1,2,1,NOPATIENT,21000,21023,547,sim
42.0,0.07,2.0,1,2,1,NORMAL,42000,42008,805,nao
42.0,0.07,2.0,1,2,1,NORMAL,42000,42003,810,nao
49.0,0.07,2.0,1,2,1,NORMAL,29000,29050,554,nao
4.0,0.07,2.0,1,1,2,NORMAL,13000,4300,251,sim
8.0,0.07,2.0,1,1,2,NORMAL,15000,8294,276,sim
11.0,0.07,2.0,1,1,2,NORMAL,11000,11014,215,nao
15.0,0.07,2.0,1,1,2,NOPATIENT,43000,15207,1135,sim
16.0,0.07,2.0,1,1,2,NOPATIENT,47000,16356,1221,sim
19.0,0.07,2.0,1,1,2,PATIENT,50000,19295,681,sim
21.0,0.07,2.0,1,1,2,NOPATIENT,60000,21332,1583,sim
23.0,0.07,2.0,1,1,2,PATIENT,41000,23213,559,sim
26.0,0.07,2.0,1,1,2,NOPATIENT,28000,26368,728,sim
29.0,0.07,2.0,1,1,2,NOPATIENT,84000,28876,2202,sim
29.0,0.07,2.0,1,1,2,NORMAL,19000,9238,365,sim
30.0,0.07,2.0,1,1,2,NOPATIENT,86000,29880,2257,sim
32.0,0.07,2.0,1,1,2,NOPATIENT,19000,12129,501,sim
37.0,0.07,2.0,1,1,2,NORMAL,36000,17077,702,sim
38.0,0.07,2.0,1,1,2,NOPATIENT,38000,38053,987,nao
38.0,0.07,2.0,1,1,2,NOPATIENT,29000,18184,747,sim
43.0,0.07,2.0,1,1,2,NOPATIENT,64000,43333,1686,sim
45.0,0.07,2.0,1,1,2,NOPATIENT,23000,24548,607,nao
45.0,0.07,2.0,1,1,2,NOPATIENT,64000,45203,1679,sim
46.0,0.07,2.0,1,1,2,NORMAL,46000,46003,893,nao
47.0,0.07,2.0,1,1,2,NOPATIENT,52000,46806,1359,sim
49.0,0.07,2.0,1,1,2,NOPATIENT,55000,48808,1454,sim
52.0,0.07,2.0,1,1,2,NOPATIENT,32000,32003,823,nao
53.0,0.07,2.0,1,1,2,NORMAL,53000,53003,1035,nao
53.0,0.07,2.0,1,1,2,PATIENT,49000,33066,656,sim
57.0,0.07,2.0,1,1,2,PATIENT,57000,57002,768,nao
58.0,0.07,2.0,1,1,2,NOPATIENT,5000,5008,128,nao
58.0,0.07,2.0,1,1,2,NORMAL,58000,58006,1133,nao
63.0,0.07,2.0,1,1,2,NORMAL,10000,10016,191,nao
68.0,0.07,2.0,1,1,2,NOPATIENT,48000,48004,1257,nao
69.0,0.07,2.0,1,1,2,NORMAL,16000,16003,295,nao
72.0,0.07,2.0,1,1,2,PATIENT,28000,19027,381,sim
74.0,0.07,2.0,1,1,2,PATIENT,21000,21004,285,nao
75.0,0.07,2.0,1,1,2,PATIENT,55000,55002,741,nao
